Surveillance Network,Season,MMWR Year,MMWR Week,Week ending date,Age group,Sex,Race/Ethnicity,Site,Weekly Rate,Cumulative Rate
Combined,2020-21,2021,15,04/17/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,19.2,496.8
Combined,2020-21,2021,16,04/24/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,17.4,514.2
Combined,2020-21,2021,17,05/01/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,15.1,529.3
Combined,2020-21,2021,18,05/08/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,12.8,542.1
Combined,2020-21,2021,19,05/15/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,10,552.1
Combined,2020-21,2021,20,05/22/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,8.4,560.5
Combined,2020-21,2021,21,05/29/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,6.6,567.1
Combined,2020-21,2021,22,06/05/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,4.6,571.7
Combined,2020-21,2021,23,06/12/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,3.8,575.5
Combined,2020-21,2021,24,06/19/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,3.3,578.8
Combined,2020-21,2021,25,06/26/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,3.4,582.2
Combined,2020-21,2021,26,07/03/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,3,585.2
Combined,2020-21,2021,27,07/10/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,4.1,589.3
Combined,2020-21,2021,28,07/17/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,6.7,596
Combined,2020-21,2021,29,07/24/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,9.6,605.6
Combined,2020-21,2021,30,07/31/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,13.5,619.1
Combined,2020-21,2021,31,08/07/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,18.1,637.2
Combined,2020-21,2021,32,08/14/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,20.9,658.1
Combined,2020-21,2021,33,08/21/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,23.1,681.2
Combined,2020-21,2021,34,08/28/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,21.8,703
Combined,2020-21,2021,35,09/04/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,22,725
Combined,2020-21,2021,36,09/11/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,20.1,745.1
Combined,2020-21,2021,37,09/18/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,16.2,761.3
Combined,2020-21,2021,38,09/25/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,16,777.3
Combined,2020-21,2021,39,10/02/2021 12:00:00 AM,Overall,Overall,"Black, non-Hispanic",Overall,13.5,790.8
Combined,2020-21,2020,40,10/03/2020 12:00:00 AM,Overall,Overall,Hispanic,Overall,7.2,7.2
Combined,2020-21,2020,41,10/10/2020 12:00:00 AM,Overall,Overall,Hispanic,Overall,8.5,15.7
Combined,2020-21,2020,42,10/17/2020 12:00:00 AM,Overall,Overall,Hispanic,Overall,9.8,25.5
Combined,2020-21,2020,43,10/24/2020 12:00:00 AM,Overall,Overall,Hispanic,Overall,11.9,37.4
Combined,2020-21,2020,44,10/31/2020 12:00:00 AM,Overall,Overall,Hispanic,Overall,14.9,52.3
Combined,2020-21,2020,45,11/07/2020 12:00:00 AM,Overall,Overall,Hispanic,Overall,18.6,70.9
Combined,2020-21,2020,46,11/14/2020 12:00:00 AM,Overall,Overall,Hispanic,Overall,19.7,90.6
Combined,2020-21,2020,47,11/21/2020 12:00:00 AM,Overall,Overall,Hispanic,Overall,22,112.6
Combined,2020-21,2020,48,11/28/2020 12:00:00 AM,Overall,Overall,Hispanic,Overall,21.9,134.5
Combined,2020-21,2020,49,12/05/2020 12:00:00 AM,Overall,Overall,Hispanic,Overall,22.8,157.3
Combined,2020-21,2020,50,12/12/2020 12:00:00 AM,Overall,Overall,Hispanic,Overall,23.8,181.1
Combined,2020-21,2020,51,12/19/2020 12:00:00 AM,Overall,Overall,Hispanic,Overall,20.2,201.3
Combined,2020-21,2020,52,12/26/2020 12:00:00 AM,Overall,Overall,Hispanic,Overall,18.7,220
Combined,2020-21,2020,53,01/02/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,20.2,240.2
Combined,2020-21,2021,1,01/09/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,22,262.2
Combined,2020-21,2021,2,01/16/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,20.8,283
Combined,2020-21,2021,3,01/23/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,16.4,299.4
Combined,2020-21,2021,4,01/30/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,14,313.4
Combined,2020-21,2021,5,02/06/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,12.8,326.2
Combined,2020-21,2021,6,02/13/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,8.8,335
Combined,2020-21,2021,7,02/20/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,8.8,343.8
Combined,2020-21,2021,8,02/27/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,7.5,351.3
Combined,2020-21,2021,9,03/06/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,6.7,358
Combined,2020-21,2021,10,03/13/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,5.6,363.6
Combined,2020-21,2021,11,03/20/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,6.5,370.1
Combined,2020-21,2021,12,03/27/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,6.7,376.8
Combined,2020-21,2021,13,04/03/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,7.2,384
Combined,2020-21,2021,14,04/10/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,8.4,392.4
Combined,2020-21,2021,15,04/17/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,8.2,400.6
Combined,2020-21,2021,16,04/24/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,8.8,409.4
Combined,2020-21,2021,17,05/01/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,8.8,418.2
Combined,2020-21,2021,18,05/08/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,7.6,425.8
Combined,2020-21,2021,19,05/15/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,6.6,432.4
Combined,2020-21,2021,20,05/22/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,6,438.4
Combined,2020-21,2021,21,05/29/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,4.7,443.1
Combined,2020-21,2021,22,06/05/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,4.2,447.3
Combined,2020-21,2021,23,06/12/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,3.2,450.5
Combined,2020-21,2021,24,06/19/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,2.8,453.3
Combined,2020-21,2021,25,06/26/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,2.7,456
Combined,2020-21,2021,26,07/03/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,2.5,458.5
Combined,2020-21,2021,27,07/10/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,3.7,462.2
Combined,2020-21,2021,28,07/17/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,3.8,466
Combined,2020-21,2021,29,07/24/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,5,471
Combined,2020-21,2021,30,07/31/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,6.7,477.7
Combined,2020-21,2021,31,08/07/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,9.3,487
Combined,2020-21,2021,32,08/14/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,10.5,497.5
Combined,2020-21,2021,33,08/21/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,12.2,509.7
Combined,2020-21,2021,34,08/28/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,12,521.7
Combined,2020-21,2021,35,09/04/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,13.2,534.9
Combined,2020-21,2021,36,09/11/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,11.2,546.1
Combined,2020-21,2021,37,09/18/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,9.8,555.9
Combined,2020-21,2021,38,09/25/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,9.7,565.6
Combined,2020-21,2021,39,10/02/2021 12:00:00 AM,Overall,Overall,Hispanic,Overall,9,574.6
Combined,2020-21,2020,40,10/03/2020 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,3.4,3.4
Combined,2020-21,2020,41,10/10/2020 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,4.5,7.9
Combined,2020-21,2020,42,10/17/2020 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,5.2,13.1
Combined,2020-21,2020,43,10/24/2020 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,6,19.1
Combined,2020-21,2020,44,10/31/2020 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,7.6,26.7
Combined,2020-21,2020,45,11/07/2020 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,10.5,37.2
Combined,2020-21,2020,46,11/14/2020 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,14.4,51.6
Combined,2020-21,2020,47,11/21/2020 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,16.4,68
Combined,2020-21,2020,48,11/28/2020 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,17.1,85.1
Combined,2020-21,2020,49,12/05/2020 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,17.6,102.7
Combined,2020-21,2020,50,12/12/2020 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,17.3,120
Combined,2020-21,2020,51,12/19/2020 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,16.8,136.8
Combined,2020-21,2020,52,12/26/2020 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,17.1,153.9
Combined,2020-21,2020,53,01/02/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,17.6,171.5
Combined,2020-21,2021,1,01/09/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,18.5,190
Combined,2020-21,2021,2,01/16/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,15.7,205.7
Combined,2020-21,2021,3,01/23/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,13.3,219
Combined,2020-21,2021,4,01/30/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,10.9,229.9
Combined,2020-21,2021,5,02/06/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,9.4,239.3
Combined,2020-21,2021,6,02/13/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,7.3,246.6
Combined,2020-21,2021,7,02/20/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,6.2,252.8
Combined,2020-21,2021,8,02/27/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,5.6,258.4
Combined,2020-21,2021,9,03/06/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,5,263.4
Combined,2020-21,2021,10,03/13/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,5.6,269
Combined,2020-21,2021,11,03/20/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,5.8,274.8
Combined,2020-21,2021,12,03/27/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,6.9,281.7
Combined,2020-21,2021,13,04/03/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,7.4,289.1
Combined,2020-21,2021,14,04/10/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,8.8,297.9
Combined,2020-21,2021,15,04/17/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,8.9,306.8
Combined,2020-21,2021,16,04/24/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,7.3,314.1
Combined,2020-21,2021,17,05/01/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,6.3,320.4
Combined,2020-21,2021,18,05/08/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,6.2,326.6
Combined,2020-21,2021,19,05/15/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,4.8,331.4
Combined,2020-21,2021,20,05/22/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,4,335.4
Combined,2020-21,2021,21,05/29/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,3,338.4
Combined,2020-21,2021,22,06/05/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,2.5,340.9
Combined,2020-21,2021,23,06/12/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,2.1,343
Combined,2020-21,2021,24,06/19/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,1.8,344.8
Combined,2020-21,2021,25,06/26/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,1.7,346.5
Combined,2020-21,2021,26,07/03/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,1.7,348.2
Combined,2020-21,2021,27,07/10/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,2.1,350.3
Combined,2020-21,2021,28,07/17/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,2.5,352.8
Combined,2020-21,2021,29,07/24/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,3.7,356.5
Combined,2020-21,2021,30,07/31/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,5.1,361.6
Combined,2020-21,2021,31,08/07/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,7.2,368.8
Combined,2020-21,2021,32,08/14/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,9,377.8
Combined,2020-21,2021,33,08/21/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,9.8,387.6
Combined,2020-21,2021,34,08/28/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,11.4,399
Combined,2020-21,2021,35,09/04/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,11.4,410.4
Combined,2020-21,2021,36,09/11/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,11,421.4
Combined,2020-21,2021,37,09/18/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,10.4,431.8
Combined,2020-21,2021,38,09/25/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,9.5,441.3
Combined,2020-21,2021,39,10/02/2021 12:00:00 AM,Overall,Overall,"White, non-Hispanic",Overall,9.3,450.6
Combined,2020-21,2020,40,10/03/2020 12:00:00 AM,Overall,Overall,Overall,Overall,4.4,4.4
Combined,2020-21,2020,41,10/10/2020 12:00:00 AM,Overall,Overall,Overall,Overall,5.5,9.9
Combined,2020-21,2020,42,10/17/2020 12:00:00 AM,Overall,Overall,Overall,Overall,6.2,16.1
Combined,2020-21,2020,43,10/24/2020 12:00:00 AM,Overall,Overall,Overall,Overall,7.4,23.6
Combined,2020-21,2020,44,10/31/2020 12:00:00 AM,Overall,Overall,Overall,Overall,9.2,32.8
Combined,2020-21,2020,45,11/07/2020 12:00:00 AM,Overall,Overall,Overall,Overall,12.1,44.9
Combined,2020-21,2020,46,11/14/2020 12:00:00 AM,Overall,Overall,Overall,Overall,15.7,60.7
Combined,2020-21,2020,47,11/21/2020 12:00:00 AM,Overall,Overall,Overall,Overall,17.8,78.5
Combined,2020-21,2020,48,11/28/2020 12:00:00 AM,Overall,Overall,Overall,Overall,18.5,97
Combined,2020-21,2020,49,12/05/2020 12:00:00 AM,Overall,Overall,Overall,Overall,19.5,116.5
Combined,2020-21,2020,50,12/12/2020 12:00:00 AM,Overall,Overall,Overall,Overall,19.9,136.4
Combined,2020-21,2020,51,12/19/2020 12:00:00 AM,Overall,Overall,Overall,Overall,19.3,155.8
Combined,2020-21,2020,52,12/26/2020 12:00:00 AM,Overall,Overall,Overall,Overall,19.2,175
Combined,2020-21,2020,53,01/02/2021 12:00:00 AM,Overall,Overall,Overall,Overall,19.7,194.7
Combined,2020-21,2021,1,01/09/2021 12:00:00 AM,Overall,Overall,Overall,Overall,20.8,215.5
Combined,2020-21,2021,2,01/16/2021 12:00:00 AM,Overall,Overall,Overall,Overall,18.5,234
Combined,2020-21,2021,3,01/23/2021 12:00:00 AM,Overall,Overall,Overall,Overall,15.9,250
Combined,2020-21,2021,4,01/30/2021 12:00:00 AM,Overall,Overall,Overall,Overall,13.2,263.2
Combined,2020-21,2021,5,02/06/2021 12:00:00 AM,Overall,Overall,Overall,Overall,11.4,274.6
Combined,2020-21,2021,6,02/13/2021 12:00:00 AM,Overall,Overall,Overall,Overall,8.7,283.3
Combined,2020-21,2021,7,02/20/2021 12:00:00 AM,Overall,Overall,Overall,Overall,7.8,291.2
Combined,2020-21,2021,8,02/27/2021 12:00:00 AM,Overall,Overall,Overall,Overall,7.1,298.3
Combined,2020-21,2021,9,03/06/2021 12:00:00 AM,Overall,Overall,Overall,Overall,6.2,304.5
Combined,2020-21,2021,10,03/13/2021 12:00:00 AM,Overall,Overall,Overall,Overall,6.4,310.9
Combined,2020-21,2021,11,03/20/2021 12:00:00 AM,Overall,Overall,Overall,Overall,7,317.9
Combined,2020-21,2021,12,03/27/2021 12:00:00 AM,Overall,Overall,Overall,Overall,8.1,326
Combined,2020-21,2021,13,04/03/2021 12:00:00 AM,Overall,Overall,Overall,Overall,8.7,334.8
Combined,2020-21,2021,14,04/10/2021 12:00:00 AM,Overall,Overall,Overall,Overall,10.2,345
Combined,2020-21,2021,15,04/17/2021 12:00:00 AM,Overall,Overall,Overall,Overall,10.2,355.2
Combined,2020-21,2021,16,04/24/2021 12:00:00 AM,Overall,Overall,Overall,Overall,9.2,364.4
Combined,2020-21,2021,17,05/01/2021 12:00:00 AM,Overall,Overall,Overall,Overall,8.2,372.6
Combined,2020-21,2021,18,05/08/2021 12:00:00 AM,Overall,Overall,Overall,Overall,7.4,380
Combined,2020-21,2021,19,05/15/2021 12:00:00 AM,Overall,Overall,Overall,Overall,5.8,385.8
Combined,2020-21,2021,20,05/22/2021 12:00:00 AM,Overall,Overall,Overall,Overall,5.1,390.9
Combined,2020-21,2021,21,05/29/2021 12:00:00 AM,Overall,Overall,Overall,Overall,3.9,394.8
Combined,2020-21,2021,22,06/05/2021 12:00:00 AM,Overall,Overall,Overall,Overall,3.1,397.9
Combined,2020-21,2021,23,06/12/2021 12:00:00 AM,Overall,Overall,Overall,Overall,2.6,400.5
Combined,2020-21,2021,24,06/19/2021 12:00:00 AM,Overall,Overall,Overall,Overall,2.2,402.7
Combined,2020-21,2021,25,06/26/2021 12:00:00 AM,Overall,Overall,Overall,Overall,2.1,404.8
Combined,2020-21,2021,26,07/03/2021 12:00:00 AM,Overall,Overall,Overall,Overall,2.1,406.9
Combined,2020-21,2021,27,07/10/2021 12:00:00 AM,Overall,Overall,Overall,Overall,2.7,409.6
Combined,2020-21,2021,28,07/17/2021 12:00:00 AM,Overall,Overall,Overall,Overall,3.5,413.1
Combined,2020-21,2021,29,07/24/2021 12:00:00 AM,Overall,Overall,Overall,Overall,5,418.1
Combined,2020-21,2021,30,07/31/2021 12:00:00 AM,Overall,Overall,Overall,Overall,7,425.1
Combined,2020-21,2021,31,08/07/2021 12:00:00 AM,Overall,Overall,Overall,Overall,9.4,434.5
Combined,2020-21,2021,32,08/14/2021 12:00:00 AM,Overall,Overall,Overall,Overall,11.2,445.7
Combined,2020-21,2021,33,08/21/2021 12:00:00 AM,Overall,Overall,Overall,Overall,12.4,458.1
Combined,2020-21,2021,34,08/28/2021 12:00:00 AM,Overall,Overall,Overall,Overall,13.1,471.2
Combined,2020-21,2021,35,09/04/2021 12:00:00 AM,Overall,Overall,Overall,Overall,13.3,484.5
Combined,2020-21,2021,36,09/11/2021 12:00:00 AM,Overall,Overall,Overall,Overall,12.5,497
Combined,2020-21,2021,37,09/18/2021 12:00:00 AM,Overall,Overall,Overall,Overall,11.1,508.1
Combined,2020-21,2021,38,09/25/2021 12:00:00 AM,Overall,Overall,Overall,Overall,10.5,518.6
Combined,2020-21,2021,39,10/02/2021 12:00:00 AM,Overall,Overall,Overall,Overall,9.8,528.4
Combined,2020-21,2020,40,10/03/2020 12:00:00 AM,Overall,Female,Overall,Overall,4.4,4.4
Combined,2020-21,2020,41,10/10/2020 12:00:00 AM,Overall,Female,Overall,Overall,5.2,9.6
Combined,2020-21,2020,42,10/17/2020 12:00:00 AM,Overall,Female,Overall,Overall,5.9,15.5
Combined,2020-21,2020,43,10/24/2020 12:00:00 AM,Overall,Female,Overall,Overall,6.8,22.3
Combined,2020-21,2020,44,10/31/2020 12:00:00 AM,Overall,Female,Overall,Overall,8.9,31.2
Combined,2020-21,2020,45,11/07/2020 12:00:00 AM,Overall,Female,Overall,Overall,11.6,42.8
Combined,2020-21,2020,46,11/14/2020 12:00:00 AM,Overall,Female,Overall,Overall,14.9,57.7
Combined,2020-21,2020,47,11/21/2020 12:00:00 AM,Overall,Female,Overall,Overall,17,74.7
Combined,2020-21,2020,48,11/28/2020 12:00:00 AM,Overall,Female,Overall,Overall,17.6,92.3
Combined,2020-21,2020,49,12/05/2020 12:00:00 AM,Overall,Female,Overall,Overall,19.6,111.9
Combined,2020-21,2020,50,12/12/2020 12:00:00 AM,Overall,Female,Overall,Overall,19.3,131.2
Combined,2020-21,2020,51,12/19/2020 12:00:00 AM,Overall,Female,Overall,Overall,18.6,149.8
Combined,2020-21,2020,52,12/26/2020 12:00:00 AM,Overall,Female,Overall,Overall,18.5,168.3
Combined,2020-21,2020,53,01/02/2021 12:00:00 AM,Overall,Female,Overall,Overall,19.3,187.6
Combined,2020-21,2021,1,01/09/2021 12:00:00 AM,Overall,Female,Overall,Overall,20.1,207.7
Combined,2020-21,2021,2,01/16/2021 12:00:00 AM,Overall,Female,Overall,Overall,18.1,225.8
Combined,2020-21,2021,3,01/23/2021 12:00:00 AM,Overall,Female,Overall,Overall,15.5,241.3
Combined,2020-21,2021,4,01/30/2021 12:00:00 AM,Overall,Female,Overall,Overall,13.4,254.7
Combined,2020-21,2021,5,02/06/2021 12:00:00 AM,Overall,Female,Overall,Overall,11.3,266
Combined,2020-21,2021,6,02/13/2021 12:00:00 AM,Overall,Female,Overall,Overall,8.5,274.5
Combined,2020-21,2021,7,02/20/2021 12:00:00 AM,Overall,Female,Overall,Overall,7.5,282
Combined,2020-21,2021,8,02/27/2021 12:00:00 AM,Overall,Female,Overall,Overall,6.6,288.6
Combined,2020-21,2021,9,03/06/2021 12:00:00 AM,Overall,Female,Overall,Overall,6,294.6
Combined,2020-21,2021,10,03/13/2021 12:00:00 AM,Overall,Female,Overall,Overall,6.4,301
Combined,2020-21,2021,11,03/20/2021 12:00:00 AM,Overall,Female,Overall,Overall,6.7,307.7
Combined,2020-21,2021,12,03/27/2021 12:00:00 AM,Overall,Female,Overall,Overall,8.3,316
Combined,2020-21,2021,13,04/03/2021 12:00:00 AM,Overall,Female,Overall,Overall,8.7,324.7
Combined,2020-21,2021,14,04/10/2021 12:00:00 AM,Overall,Female,Overall,Overall,10,334.7
Combined,2020-21,2021,15,04/17/2021 12:00:00 AM,Overall,Female,Overall,Overall,10.2,344.9
Combined,2020-21,2021,16,04/24/2021 12:00:00 AM,Overall,Female,Overall,Overall,9.2,354.1
Combined,2020-21,2021,17,05/01/2021 12:00:00 AM,Overall,Female,Overall,Overall,8.3,362.4
Combined,2020-21,2021,18,05/08/2021 12:00:00 AM,Overall,Female,Overall,Overall,7.6,370
Combined,2020-21,2021,19,05/15/2021 12:00:00 AM,Overall,Female,Overall,Overall,6.4,376.4
Combined,2020-21,2021,20,05/22/2021 12:00:00 AM,Overall,Female,Overall,Overall,5.3,381.7
Combined,2020-21,2021,21,05/29/2021 12:00:00 AM,Overall,Female,Overall,Overall,4,385.7
Combined,2020-21,2021,22,06/05/2021 12:00:00 AM,Overall,Female,Overall,Overall,3.1,388.8
Combined,2020-21,2021,23,06/12/2021 12:00:00 AM,Overall,Female,Overall,Overall,2.7,391.5
Combined,2020-21,2021,24,06/19/2021 12:00:00 AM,Overall,Female,Overall,Overall,2.3,393.8
Combined,2020-21,2021,25,06/26/2021 12:00:00 AM,Overall,Female,Overall,Overall,2.2,396
Combined,2020-21,2021,26,07/03/2021 12:00:00 AM,Overall,Female,Overall,Overall,2,398
Combined,2020-21,2021,27,07/10/2021 12:00:00 AM,Overall,Female,Overall,Overall,2.7,400.7
Combined,2020-21,2021,28,07/17/2021 12:00:00 AM,Overall,Female,Overall,Overall,3.7,404.4
Combined,2020-21,2021,29,07/24/2021 12:00:00 AM,Overall,Female,Overall,Overall,4.8,409.2
Combined,2020-21,2021,30,07/31/2021 12:00:00 AM,Overall,Female,Overall,Overall,6.9,416.1
Combined,2020-21,2021,31,08/07/2021 12:00:00 AM,Overall,Female,Overall,Overall,9,425.1
Combined,2020-21,2021,32,08/14/2021 12:00:00 AM,Overall,Female,Overall,Overall,10.9,436
Combined,2020-21,2021,33,08/21/2021 12:00:00 AM,Overall,Female,Overall,Overall,12.2,448.2
Combined,2020-21,2021,34,08/28/2021 12:00:00 AM,Overall,Female,Overall,Overall,12.8,461
Combined,2020-21,2021,35,09/04/2021 12:00:00 AM,Overall,Female,Overall,Overall,13.5,474.5
Combined,2020-21,2021,36,09/11/2021 12:00:00 AM,Overall,Female,Overall,Overall,12.3,486.8
Combined,2020-21,2021,37,09/18/2021 12:00:00 AM,Overall,Female,Overall,Overall,10.7,497.5
Combined,2020-21,2021,38,09/25/2021 12:00:00 AM,Overall,Female,Overall,Overall,10.1,507.6
Combined,2020-21,2021,39,10/02/2021 12:00:00 AM,Overall,Female,Overall,Overall,9.5,517.1
Combined,2020-21,2020,40,10/03/2020 12:00:00 AM,Overall,Male,Overall,Overall,4.3,4.3
Combined,2020-21,2020,41,10/10/2020 12:00:00 AM,Overall,Male,Overall,Overall,5.8,10.1
Combined,2020-21,2020,42,10/17/2020 12:00:00 AM,Overall,Male,Overall,Overall,6.6,16.7
Combined,2020-21,2020,43,10/24/2020 12:00:00 AM,Overall,Male,Overall,Overall,8.1,24.8
Combined,2020-21,2020,44,10/31/2020 12:00:00 AM,Overall,Male,Overall,Overall,9.4,34.2
Combined,2020-21,2020,45,11/07/2020 12:00:00 AM,Overall,Male,Overall,Overall,12.6,46.8
Combined,2020-21,2020,46,11/14/2020 12:00:00 AM,Overall,Male,Overall,Overall,16.5,63.3
Combined,2020-21,2020,47,11/21/2020 12:00:00 AM,Overall,Male,Overall,Overall,18.6,81.9
Combined,2020-21,2020,48,11/28/2020 12:00:00 AM,Overall,Male,Overall,Overall,19.5,101.4
Combined,2020-21,2020,49,12/05/2020 12:00:00 AM,Overall,Male,Overall,Overall,19.3,120.7
Combined,2020-21,2020,50,12/12/2020 12:00:00 AM,Overall,Male,Overall,Overall,20.5,141.2
